1999	GSR
2000	GSR
2001	GSR
2002	GSR
2003	GSR
2004	GSR
2005	GSR
2006	GSR
2007	GSR
2008	GSR
2009	GSR
2010	GSR
2011	GSR
2012	GSR
2013	OTH
2014	OTH
2015	GSR
2016	GSR
2017	GSR
2018	GSR
2019	GSR
2020	GSR
2021	GSR
2022	GSR
2023	GSR
2024	GSR
2025	GSR
2026	GSR
2027	GSR
2028	GSR
2029	GSR
2030	GSR
2031	GSR
2032	GSR
2033	GSR
2034	GSR
2035	GSR
2036	GSR
2037	GSR
2038	GSR
2039	GSR
2040	GSR
2041	GSR
2042	OTH
2043	OTH
2044	OTH
2045	GSR
2046	GSR
2047	GSR
2048	GSR
2049	GSR
2050	GSR
2051	GSR
2052	GSR
2053	GSR
2054	GSR
2055	GSR
2056	GSR
2057	GSR
2058	GSR
2059	GSR
2060	GSR
2061	GSR
2062	GSR
2063	GSR
2064	GSR
2065	GSR
2066	GSR
2067	GSR
2068	GSR
2069	GSR
2070	GSR
2071	GSR
2072	GSR
2073	GSR
2074	OTH
2075	OTH
2076	OTH
2077	GSL
2078	GSL
2079	GSL
2080	GSL
2081	GSL
2082	GSL
2083	GSL
2084	GSL
2085	GSL
2086	GSL
2087	GSL
2088	GSL
2089	GSL
2090	GSL
2091	GSL
2092	GSL
2093	GSL
2094	GSL
2095	GSL
2096	GSL
2097	GSL
2098	GSL
2099	GSL
2100	GSL
2101	GSL
2102	GSL
2103	GSL
2104	GSL
2105	GSL
2106	GSL
2107	GSL
2108	GSL
2109	GSL
2110	OTH
2111	OTH
2112	OTH
2113	GSR
2114	GSR
2115	GSR
2116	GSR
2117	GSR
2118	GSR
2119	GSR
2120	GSR
2121	GSR
2122	GSR
2123	GSR
2124	GSR
2125	GSR
2126	GSR
2127	GSR
2128	GSR
2129	GSR
2130	GSR
2131	GSR
2132	GSR
2133	GSR
2134	GSR
2135	GSR
2136	GSR
2137	GSR
2138	GSR
2139	GSR
2140	GSR
2141	GSR
2142	GSR
2143	GSR
2144	GSR
2145	OTH
2146	OTH
2147	OTH
2148	OTH
2149	OTH
2150	OTH
2151	OTH
2152	OTH
2153	OTH
2154	OTH
2155	OTH
2156	OTH
2157	OTH
2158	OTH
2159	OTH
2160	OTH
2161	OTH
2162	OTH
2163	OTH
2164	OTH
2165	OTH
2166	OTH
2167	OTH
2168	OTH
2169	OTH
2170	OTH
2171	OTH
2172	OTH
2173	OTH
2174	OTH
2175	OTH
2176	OTH
2177	OTH
2178	OTH
2179	OTH
2180	OTH
2181	OTH
2182	OTH
2183	OTH
2184	OTH
2185	OTH
2186	OTH
2187	OTH
2188	OTH
2189	OTH
2190	OTH
2191	OTH
2192	OTH
2193	OTH
2194	OTH
2195	OTH
2196	OTH
2197	OTH
2198	OTH
2199	OTH
2200	OTH
2201	OTH
2202	OTH
2203	OTH
2204	OTH
2205	OTH
2206	OTH
2207	OTH
2208	OTH
2209	OTH
2210	OTH
2211	OTH
2212	OTH
2213	OTH
2214	OTH
2215	OTH
2216	OTH
2217	OTH
2218	OTH
2219	OTH
2220	OTH
2221	OTH
2222	OTH
2223	OTH
2224	OTH
2225	OTH
2226	OTH
2227	OTH
2228	OTH
2229	OTH
2230	OTH
2231	OTH
2232	OTH
2233	OTH
2234	OTH
2235	OTH
2236	OTH
2237	OTH
2238	OTH
2239	OTH
2240	OTH
2241	OTH
2242	OTH
2243	OTH
2244	OTH
2245	OTH
2246	OTH
2247	OTH
2248	OTH
2249	OTH
2250	OTH
2251	OTH
2252	OTH
2253	OTH
2254	OTH
2255	OTH
2256	OTH
2257	OTH
2258	OTH
2259	OTH
2260	OTH
2261	OTH
2262	OTH
2263	OTH
2264	OTH
2265	OTH
2266	OTH
2267	OTH
2268	OTH
2269	OTH
2270	OTH
2271	OTH
2272	OTH
2273	OTH
2274	OTH
2275	OTH
2276	OTH
2277	OTH
2278	OTH
2279	OTH
2280	OTH
2281	OTH
2282	OTH
2283	OTH
2284	OTH
2285	OTH
2286	OTH
2287	OTH
2288	OTH
2289	OTH
2290	OTH
2291	OTH
2292	OTH
2293	OTH
2294	OTH
2295	OTH
2296	OTH
2297	OTH
2298	OTH
2299	OTH
2300	OTH
2301	OTH
2302	OTH
2303	OTH
2304	OTH
2305	OTH
2306	OTH
2307	OTH
2308	OTH
2309	OTH
2310	OTH
2311	OTH
2312	OTH
2313	OTH
2314	OTH
2315	OTH
2316	OTH
2317	OTH
2318	OTH
2319	OTH
2320	OTH
2321	OTH
2322	OTH
2323	OTH
2324	OTH
2325	OTH
2326	OTH
2327	OTH
2328	OTH
2329	OTH
2330	OTH
2331	OTH
2332	OTH
2333	OTH
2334	OTH
2335	OTH
2336	OTH
2337	OTH
2338	OTH
2339	OTH
2340	OTH
2341	OTH
2342	OTH
2343	OTH
2344	OTH
2345	OTH
2346	OTH
2347	OTH
2348	OTH
2349	OTH
2350	OTH
2351	OTH
2352	OTH
2353	OTH
2354	OTH
2355	OTH
2356	OTH
2357	OTH
2358	OTH
2359	OTH
2360	OTH
2361	OTH
2362	OTH
2363	OTH
2364	OTH
2365	OTH
2366	OTH
2367	OTH
2368	OTH
2369	OTH
2370	OTH
2371	OTH
2372	OTH
2373	OTH
2374	OTH
2375	OTH
2376	OTH
2377	OTH
2378	OTH
2379	OTH
2380	OTH
2381	OTH
2382	OTH
2383	OTH
2384	OTH
2385	OTH
2386	OTH
2387	OTH
2388	OTH
2389	OTH
2390	OTH
2391	OTH
2392	OTH
2393	OTH
2394	OTH
2395	OTH
2396	OTH
2397	OTH
2398	OTH
2399	OTH
2400	OTH
2401	OTH
2402	OTH
2403	OTH
2404	OTH
2405	OTH
2406	OTH
2407	OTH
2408	OTH
2409	OTH
2410	OTH
2411	OTH
2412	OTH
2413	OTH
2414	OTH
2415	OTH
2416	OTH
2417	OTH
2418	OTH
2419	OTH
2420	OTH
2421	OTH
2422	OTH
2423	OTH
2424	OTH
2425	OTH
2426	OTH
2427	OTH
2428	OTH
2429	OTH
2430	OTH
2431	OTH
2432	OTH
2433	OTH
2434	OTH
2435	OTH
2436	OTH
2437	OTH
2438	OTH
2439	OTH
2440	OTH
2441	OTH
2442	OTH
2443	OTH
2444	OTH
2445	OTH
2446	OTH
2447	OTH
2448	OTH
2449	OTH
2450	OTH
2451	OTH
2452	OTH
2453	OTH
2454	OTH
2455	OTH
2456	OTH
2457	OTH
2458	OTH
2459	OTH
2460	OTH
2461	OTH
2462	OTH
2463	OTH
2464	OTH
2465	OTH
2466	OTH
2467	OTH
2468	OTH
2469	OTH
2470	OTH
2471	OTH
2472	OTH
2473	OTH
2474	OTH
2475	OTH
2476	OTH
2477	OTH
2478	OTH
2479	OTH
2480	OTH
2481	OTH
2482	OTH
2483	OTH
2484	OTH
2485	OTH
2486	OTH
2487	OTH
2488	OTH
2489	OTH
2490	OTH
2491	OTH
2492	OTH
2493	OTH
2494	OTH
2495	OTH
2496	OTH
2497	OTH
2498	OTH
2499	OTH
2500	OTH
2501	OTH
2502	OTH
2503	OTH
2504	OTH
2505	OTH
2506	OTH
2507	OTH
2508	OTH
2509	OTH
2510	OTH
2511	OTH
2512	OTH
2513	OTH
2514	OTH
2515	OTH
2516	OTH
2517	OTH
2518	OTH
2519	OTH
2520	OTH
2521	OTH
2522	OTH
2523	OTH
2524	OTH
2525	OTH
2526	OTH
2527	OTH
2528	OTH
2529	OTH
2530	OTH
2531	OTH
2532	OTH
2533	OTH
2534	OTH
2535	OTH
2536	OTH
2537	OTH
2538	OTH
2539	OTH
2540	OTH
2541	OTH
2542	OTH
2543	OTH
2544	OTH
2545	OTH
2546	OTH
2547	OTH
2548	OTH
2549	OTH
2550	OTH
2551	OTH
2552	OTH
2553	OTH
2554	OTH
2555	OTH
2556	OTH
2557	OTH
2558	OTH
2559	OTH
2560	OTH
2561	OTH
2562	OTH
2563	OTH
2564	OTH
2565	OTH
2566	OTH
2567	OTH
2568	OTH
2569	OTH
2570	OTH
2571	OTH
2572	OTH
2573	OTH
2574	OTH
2575	OTH
2576	OTH
2577	OTH
2578	OTH
2579	OTH
2580	OTH
2581	OTH
2582	OTH
2583	OTH
2584	OTH
2585	OTH
2586	OTH
2587	OTH
2588	OTH
2589	OTH
2590	OTH
2591	OTH
2592	OTH
2593	OTH
2594	OTH
2595	OTH
2596	OTH
2597	OTH
2598	OTH
2599	OTH
2600	OTH
2601	OTH
2602	OTH
2603	OTH
2604	OTH
2605	OTH
2606	OTH
2607	OTH
2608	OTH
2609	OTH
2610	OTH
2611	OTH
2612	OTH
2613	OTH
2614	OTH
2615	OTH
2616	OTH
2617	OTH
2618	OTH
2619	OTH
2620	OTH
2621	OTH
2622	OTH
2623	OTH
2624	OTH
2625	OTH
2626	OTH
2627	OTH
2628	OTH
2629	OTH
2630	OTH
2631	OTH
2632	OTH
2633	OTH
2634	OTH
2635	OTH
2636	OTH
2637	OTH
2638	OTH
2639	OTH
2640	OTH
2641	OTH
2642	OTH
2643	OTH
2644	OTH
2645	OTH
2646	OTH
2647	OTH
2648	OTH
2649	OTH
2650	OTH
2651	OTH
2652	OTH
2653	OTH
2654	OTH
2655	OTH
2656	SVE
2657	SVE
2658	SVE
2659	SVE
2660	SVE
2661	SVE
2662	SVE
2663	SVE
2664	SVE
2665	SVE
2666	SVE
2667	SVE
2668	SVE
2669	SVE
2670	SVE
2671	SVE
2672	SVE
2673	SVE
2674	SVE
2675	SVE
2676	SVE
2677	SVE
2678	SVE
2679	SVE
2680	SVE
2681	SVE
2682	SVE
2683	SVE
2684	SVE
2685	SVE
2686	SVE
2687	SVE
2688	SVE
2689	SVE
2690	SVE
2691	SVE
2692	SVE
2693	SVE
2694	SVE
2695	SVE
2696	SVE
2697	SVE
2698	SVE
2699	SVE
2700	SVE
2701	SVE
2702	SVE
2703	SVE
2704	SVE
2705	SVE
2706	SVE
2707	SVE
2708	SVE
2709	SVE
2710	SVE
2711	SVE
2712	SVE
2713	SVE
2714	SVE
2715	SVE
2716	SVE
2717	SVE
2718	SVE
2719	SVE
2720	SVE
2721	SVE
2722	SVE
2723	SVE
2724	SVE
2725	SVE
2726	SVE
2727	SVE
2728	SVE
2729	SVE
2730	SVE
2731	SVE
2732	SVE
2733	SVE
2734	SVE
2735	SVE
2736	SVE
2737	SVE
2738	SVE
2739	SVE
2740	SVE
2741	SVE
2742	SVE
2743	SVE
2744	SVE
2745	SVE
2746	SVE
2747	SVE
2748	SVE
2749	SVE
2750	SVE
2751	SVE
2752	SVE
2753	SVE
2754	SVE
2755	SVE
2756	SVE
2757	SVE
2758	SVE
2759	SVE
2760	SVE
2761	SVE
2762	SVE
2763	SVE
2764	SVE
2765	GSL
2766	GSL
2767	GSL
2768	GSL
2769	GSL
2770	GSL
2771	GSL
2772	GSL
2773	GSL
2774	GSL
2775	GSL
2776	GSL
2777	GSL
2778	GSL
2779	GSL
2780	GSL
2781	GSL
2782	GSL
2783	GSL
2784	GSL
2785	GSL
2786	GSL
2787	OTH
2788	OTH
2789	OTH
2790	GSR
2791	GSR
2792	GSR
2793	GSR
2794	GSR
2795	GSR
2796	GSR
2797	GSR
2798	GSR
2799	GSR
2800	GSR
2801	GSR
2802	GSR
2803	GSR
2804	GSR
2805	GSR
2806	GSR
2807	GSR
2808	GSR
2809	GSR
2810	GSR
2811	GSR
2812	GSR
2813	GSR
2814	GSR
2815	GSR
2816	GSR
2817	GSR
2818	GSR
2819	GSR
2820	GSR
2821	OTH
2822	OTH
2823	OTH
2824	OTH
2825	OTH
2826	OTH
2827	OTH
2828	OTH
2829	OTH
2830	OTH
2831	OTH
2832	OTH
2833	OTH
2834	OTH
2835	OTH
2836	OTH
2837	OTH
2838	OTH
2839	OTH
2840	OTH
2841	OTH
2842	OTH
2843	OTH
2844	OTH
2845	OTH
2846	OTH
2847	OTH
2848	OTH
2849	OTH
2850	OTH
2851	OTH
2852	OTH
2853	OTH
2854	OTH
2855	OTH
2856	OTH
2857	OTH
2858	OTH
2859	OTH
2860	OTH
2861	OTH
2862	OTH
2863	OTH
2864	OTH
2865	OTH
2866	OTH
2867	OTH
2868	OTH
2869	OTH
2870	OTH
2871	OTH
2872	OTH
2873	OTH
2874	OTH
2875	OTH
2876	OTH
2877	OTH
2878	OTH
2879	OTH
2880	OTH
2881	OTH
2882	OTH
2883	OTH
2884	OTH
2885	OTH
2886	OTH
2887	OTH
2888	OTH
2889	OTH
2890	OTH
2891	OTH
2892	OTH
2893	OTH
2894	OTH
2895	OTH
2896	OTH
2897	OTH
2898	OTH
2899	OTH
2900	OTH
2901	OTH
2902	OTH
2903	OTH
2904	OTH
2905	OTH
2906	OTH
2907	OTH
2908	OTH
2909	OTH
2910	OTH
2911	OTH
2912	OTH
2913	OTH
2914	OTH
2915	OTH
2916	OTH
2917	OTH
2918	OTH
2919	OTH
2920	OTH
2921	OTH
2922	OTH
2923	OTH
2924	OTH
2925	OTH
2926	OTH
2927	OTH
2928	OTH
2929	OTH
2930	OTH
2931	OTH
2932	OTH
2933	OTH
2934	OTH
2935	OTH
2936	OTH
2937	OTH
2938	OTH
2939	OTH
2940	OTH
2941	OTH
2942	OTH
2943	OTH
2944	OTH
2945	OTH
2946	OTH
2947	OTH
2948	OTH
2949	OTH
2950	OTH
2951	OTH
2952	OTH
2953	OTH
2954	OTH
2955	OTH
2956	OTH
2957	OTH
2958	OTH
2959	OTH
2960	OTH
2961	OTH
2962	OTH
2963	OTH
2964	OTH
2965	OTH
2966	OTH
2967	OTH
2968	OTH
2969	OTH
2970	OTH
2971	OTH
2972	OTH
2973	OTH
2974	OTH
2975	OTH
2976	OTH
2977	OTH
2978	OTH
2979	OTH
2980	OTH
2981	OTH
2982	OTH
2983	OTH
2984	OTH
2985	OTH
2986	OTH
2987	OTH
2988	OTH
2989	OTH
2990	OTH
2991	OTH
2992	OTH
2993	OTH
2994	OTH
2995	OTH
2996	OTH
2997	OTH
2998	OTH
2999	OTH
3000	OTH
3001	OTH
3002	OTH
3003	OTH
3004	OTH
3005	OTH
3006	OTH
3007	OTH
3008	OTH
3009	OTH
3010	OTH
3011	OTH
3012	OTH
3013	OTH
3014	OTH
3015	OTH
3016	OTH
3017	OTH
3018	OTH
3019	OTH
3020	OTH
3021	OTH
3022	OTH
3023	OTH
3024	OTH
3025	OTH
3026	OTH
3027	OTH
3028	OTH
3029	OTH
3030	OTH
3031	OTH
3032	OTH
3033	OTH
3034	OTH
3035	OTH
3036	OTH
3037	OTH
3038	OTH
3039	OTH
3040	OTH
3041	OTH
3042	OTH
3043	OTH
3044	OTH
3045	OTH
3046	OTH
3047	OTH
3048	OTH
3049	OTH
3050	OTH
3051	OTH
3052	OTH
3053	OTH
3054	OTH
3055	OTH
3056	OTH
3057	OTH
3058	OTH
3059	OTH
3060	OTH
3061	OTH
3062	OTH
3063	OTH
3064	OTH
3065	OTH
3066	OTH
3067	OTH
3068	OTH
3069	OTH
3070	OTH
3071	OTH
3072	OTH
3073	OTH
3074	OTH
3075	OTH
3076	OTH
3077	OTH
3078	OTH
3079	OTH
3080	OTH
3081	OTH
3082	OTH
3083	OTH
3084	OTH
3085	OTH
3086	OTH
3087	OTH
3088	OTH
3089	OTH
3090	OTH
3091	OTH
3092	OTH
3093	OTH
3094	OTH
3095	OTH
3096	OTH
3097	OTH
3098	OTH
3099	OTH
3100	OTH
3101	OTH
3102	OTH
3103	OTH
3104	OTH
3105	OTH
3106	OTH
3107	OTH
3108	OTH
3109	OTH
3110	OTH
3111	OTH
3112	OTH
3113	OTH
3114	OTH
3115	OTH
3116	OTH
3117	OTH
3118	OTH
3119	OTH
3120	OTH
3121	OTH
3122	OTH
3123	OTH
3124	OTH
3125	OTH
3126	OTH
3127	OTH
3128	OTH
3129	OTH
3130	OTH
3131	OTH
3132	OTH
3133	OTH
3134	OTH
3135	OTH
3136	OTH
3137	OTH
3138	OTH
3139	OTH
3140	OTH
3141	OTH
3142	OTH
3143	OTH
3144	OTH
3145	OTH
3146	OTH
3147	OTH
3148	OTH
3149	OTH
3150	OTH
3151	OTH
3152	OTH
3153	OTH
3154	OTH
3155	OTH
3156	OTH
3157	OTH
3158	OTH
3159	OTH
3160	OTH
3161	OTH
3162	OTH
3163	OTH
3164	OTH
3165	OTH
3166	OTH
3167	OTH
3168	OTH
3169	OTH
3170	OTH
3171	OTH
3172	OTH
3173	OTH
3174	OTH
3175	OTH
3176	OTH
3177	OTH
3178	OTH
3179	OTH
3180	OTH
3181	OTH
3182	OTH
3183	OTH
3184	OTH
3185	OTH
3186	OTH
3187	OTH
3188	OTH
3189	OTH
3190	OTH
3191	OTH
3192	OTH
3193	OTH
3194	OTH
3195	OTH
3196	OTH
3197	OTH
3198	OTH
3199	OTH
3200	OTH
3201	OTH
3202	OTH
3203	OTH
3204	OTH
3205	OTH
3206	OTH
3207	OTH
3208	OTH
3209	OTH
3210	OTH
3211	OTH
3212	OTH
3213	OTH
3214	OTH
3215	OTH
3216	OTH
3217	OTH
3218	OTH
3219	OTH
3220	OTH
3221	OTH
3222	OTH
3223	OTH
3224	OTH
3225	OTH
3226	OTH
3227	OTH
3228	OTH
3229	OTH
3230	OTH
3231	OTH
3232	OTH
3233	OTH
3234	OTH
3235	OTH
3236	OTH
3237	OTH
3238	OTH
3239	OTH
3240	OTH
3241	OTH
3242	OTH
3243	OTH
3244	OTH
3245	OTH
3246	OTH
3247	OTH
3248	OTH
3249	OTH
3250	OTH
3251	OTH
3252	OTH
3253	OTH
3254	OTH
3255	OTH
3256	OTH
3257	OTH
3258	OTH
3259	OTH
3260	OTH
3261	OTH
3262	OTH
3263	OTH
3264	OTH
3265	OTH
3266	OTH
3267	OTH
3268	OTH
3269	OTH
3270	OTH
3271	OTH
3272	OTH
3273	OTH
3274	OTH
3275	OTH
3276	OTH
3277	OTH
3278	OTH
3279	OTH
3280	OTH
3281	OTH
3282	OTH
3283	OTH
3284	OTH
3285	OTH
3286	OTH
3287	OTH
3288	OTH
3289	OTH
3290	OTH
3291	OTH
3292	OTH
3293	OTH
3294	OTH
3295	OTH
3296	OTH
3297	OTH
3298	OTH
3299	OTH
3300	OTH
3301	OTH
3302	OTH
3303	OTH
3304	OTH
3305	OTH
3306	SVE
3307	SVE
3308	SVE
3309	SVE
3310	SVE
3311	SVE
3312	SVE
3313	SVE
3314	SVE
3315	SVE
3316	SVE
3317	SVE
3318	SVE
3319	SVE
3320	SVE
3321	SVE
3322	SVE
3323	SVE
3324	SVE
3325	SVE
3326	SVE
3327	SVE
3328	SVE
3329	SVE
3330	SVE
3331	SVE
3332	SVE
3333	SVE
3334	SVE
3335	SVE
3336	SVE
3337	SVE
3338	SVE
3339	SVE
3340	SVE
3341	SVE
3342	SVE
3343	SVE
3344	SVE
3345	SVE
3346	SVE
3347	SVE
3348	SVE
3349	SVE
3350	SVE
3351	SVE
3352	SVE
3353	SVE
3354	SVE
3355	SVE
3356	SVE
3357	SVE
3358	SVE
3359	SVE
3360	SVE
3361	SVE
3362	SVE
3363	SVE
3364	SVE
3365	SVE
3366	SVE
3367	SVE
3368	SVE
3369	SVE
3370	SVE
3371	SVE
3372	SVE
3373	SVE
3374	SVE
3375	SVE
3376	SVE
3377	SVE
3378	SVE
3379	SVE
3380	SVE
3381	SVE
3382	SVE
3383	SVE
3384	SVE
3385	SVE
3386	SVE
3387	SVE
3388	SVE
3389	SVE
3390	SVE
3391	SVE
3392	SVE
3393	SVE
3394	SVE
3395	SVE
3396	SVE
3397	SVE
3398	SVE
3399	SVE
3400	SVE
3401	SVE
3402	SVE
3403	SVE
3404	SVE
3405	SVE
3406	SVE
3407	SVE
3408	SVE
3409	SVE
3410	GSR
3411	GSR
3412	GSR
3413	GSR
3414	GSR
3415	GSR
3416	GSR
3417	GSR
3418	GSR
3419	GSR
3420	GSR
3421	GSR
3422	GSR
3423	GSR
3424	GSR
3425	GSR
3426	GSR
3427	GSR
3428	GSR
3429	GSR
3430	GSR
3431	GSR
3432	GSR
3433	OTH
3434	OTH
3435	GSR
3436	GSR
3437	GSR
3438	GSR
3439	GSR
3440	GSR
3441	GSR
3442	GSR
3443	GSR
3444	GSR
3445	GSR
3446	GSR
3447	GSR
3448	GSR
3449	GSR
3450	GSR
3451	GSR
3452	GSR
3453	GSR
3454	GSR
3455	GSR
3456	GSR
3457	GSR
3458	GSR
3459	GSR
3460	GSR
3461	GSR
3462	GSR
3463	GSR
3464	GSR
3465	GSR
3466	GSR
3467	GSR
3468	GSR
3469	GSR
3470	GSR
3471	GSR
3472	GSR
3473	OTH
3474	OTH
3475	GSL
3476	GSL
3477	GSL
3478	GSL
3479	GSL
3480	GSL
3481	GSL
3482	GSL
3483	GSL
3484	GSL
3485	GSL
3486	GSL
3487	GSL
3488	GSL
3489	GSL
3490	GSL
3491	GSL
3492	GSL
3493	GSL
3494	GSL
3495	GSL
3496	GSL
3497	GSL
3498	GSL
3499	GSL
3500	GSL
3501	GSL
3502	GSL
3503	GSL
3504	GSL
3505	GSL
3506	GSL
3507	GSL
3508	GSL
3509	OTH
3510	OTH
3511	OTH
3512	OTH
3513	OTH
3514	OTH
3515	OTH
3516	OTH
3517	OTH
3518	OTH
3519	OTH
3520	OTH
3521	OTH
3522	OTH
3523	OTH
3524	OTH
3525	OTH
3526	OTH
3527	OTH
3528	OTH
3529	OTH
3530	OTH
3531	OTH
3532	OTH
3533	OTH
3534	OTH
3535	OTH
3536	OTH
3537	OTH
3538	OTH
3539	OTH
3540	OTH
3541	OTH
3542	OTH
3543	OTH
3544	OTH
3545	OTH
3546	OTH
3547	OTH
3548	OTH
3549	OTH
3550	OTH
3551	OTH
3552	OTH
3553	OTH
3554	OTH
3555	OTH
3556	OTH
3557	OTH
3558	OTH
3559	OTH
3560	OTH
3561	OTH
3562	OTH
3563	OTH
3564	OTH
3565	OTH
3566	OTH
3567	OTH
3568	OTH
3569	OTH
3570	OTH
3571	OTH
3572	OTH
3573	OTH
3574	OTH
3575	OTH
3576	OTH
3577	OTH
3578	OTH
3579	OTH
3580	OTH
3581	OTH
3582	OTH
3583	OTH
3584	OTH
3585	OTH
3586	OTH
3587	OTH
3588	OTH
3589	OTH
3590	OTH
3591	OTH
3592	OTH
3593	OTH
3594	OTH
3595	OTH
3596	OTH
3597	OTH
3598	OTH
3599	OTH
3600	OTH
3601	OTH
3602	OTH
3603	OTH
3604	OTH
3605	OTH
3606	OTH
3607	OTH
3608	OTH
3609	OTH
3610	OTH
3611	OTH
3612	OTH
3613	OTH
3614	OTH
3615	OTH
3616	OTH
3617	OTH
3618	OTH
3619	OTH
3620	OTH
3621	OTH
3622	OTH
3623	OTH
3624	OTH
3625	OTH
3626	OTH
3627	OTH
3628	OTH
3629	OTH
3630	OTH
3631	OTH
3632	OTH
3633	OTH
3634	OTH
3635	OTH
3636	OTH
3637	OTH
3638	OTH
3639	OTH
3640	OTH
3641	OTH
3642	OTH
3643	OTH
3644	OTH
3645	OTH
3646	OTH
3647	OTH
3648	OTH
3649	OTH
3650	OTH
3651	OTH
3652	OTH
3653	OTH
3654	OTH
3655	OTH
3656	OTH
3657	OTH
3658	OTH
3659	OTH
3660	OTH
3661	OTH
3662	OTH
3663	OTH
3664	OTH
3665	OTH
3666	OTH
3667	OTH
3668	OTH
3669	OTH
3670	OTH
3671	OTH
3672	OTH
3673	OTH
3674	OTH
3675	OTH
3676	OTH
3677	OTH
3678	OTH
3679	OTH
3680	OTH
3681	OTH
3682	OTH
3683	OTH
3684	OTH
3685	OTH
3686	OTH
3687	OTH
3688	OTH
3689	OTH
3690	OTH
3691	OTH
3692	OTH
3693	OTH
3694	OTH
3695	OTH
3696	OTH
3697	OTH
3698	OTH
3699	OTH
3700	OTH
3701	OTH
3702	OTH
3703	OTH
3704	OTH
3705	OTH
3706	OTH
3707	OTH
3708	OTH
3709	OTH
3710	OTH
3711	OTH
3712	OTH
3713	OTH
3714	OTH
